,fips,CODE2013
331,12017,4.0
332,12019,2.0
333,12021,3.0
334,12023,5.0
335,12027,5.0
336,12029,6.0
337,12031,1.0
338,12033,3.0
339,12035,3.0
340,12037,6.0
341,12039,3.0
342,12041,3.0
343,12043,6.0
344,12045,4.0
345,12047,6.0
346,12049,5.0
347,12051,5.0
348,12053,2.0
349,12055,4.0
350,12057,1.0
351,12059,6.0
352,12061,4.0
353,12063,6.0
354,12065,3.0
355,12067,6.0
356,12069,2.0
357,12071,3.0
358,12073,3.0
359,12075,6.0
360,12077,6.0
361,12079,6.0
362,12081,3.0
363,12083,3.0
364,12085,3.0
365,12086,1.0
366,12087,5.0
367,12089,2.0
368,12091,4.0
369,12093,5.0
370,12095,1.0
371,12097,2.0
372,12099,2.0
373,12001,2.0
374,12003,1.0
375,12005,3.0
376,12007,5.0
377,12009,2.0
378,12111,3.0
379,12113,3.0
380,12115,3.0
381,12117,2.0
382,12119,4.0
383,12121,6.0
384,12123,6.0
385,12125,6.0
386,12127,3.0
387,12129,3.0
388,12131,4.0
389,12133,6.0
390,13001,6.0
391,13003,6.0
392,13005,6.0
393,13007,4.0
394,13009,5.0
395,13011,6.0
396,13013,2.0
397,13015,2.0
398,13017,5.0
399,13019,6.0
400,13021,4.0
401,13023,6.0
402,13025,4.0
403,13027,4.0
404,13029,3.0
405,13031,5.0
406,13033,3.0
407,13035,2.0
408,13037,6.0
409,13039,5.0
410,13043,6.0
411,13045,2.0
412,13047,3.0
413,13049,6.0
414,13051,3.0
415,13053,3.0
416,13055,5.0
417,13057,2.0
418,13059,4.0
419,13061,6.0
420,13063,2.0
421,13065,6.0
422,13067,2.0
423,13069,5.0
424,13071,5.0
425,13073,3.0
426,13075,6.0
427,13077,2.0
428,13079,4.0
429,13081,5.0
430,13083,3.0
431,13085,2.0
432,13087,5.0
433,13089,2.0
434,13091,6.0
435,13093,6.0
436,13095,4.0
437,13097,2.0
438,13099,6.0
439,13001,4.0
440,13003,3.0
441,13005,6.0
442,13007,6.0
443,13009,6.0
444,13111,6.0
445,13113,2.0
446,13115,4.0
447,13117,2.0
448,13119,6.0
449,13121,1.0
450,13123,6.0
451,13125,6.0
452,13127,4.0
453,13129,5.0
454,13131,6.0
455,13133,6.0
456,13135,2.0
457,13137,5.0
458,13139,4.0
459,13141,5.0
460,13143,2.0
461,13145,3.0
462,13147,6.0
463,13149,2.0
464,13151,2.0
465,13153,4.0
466,13155,6.0
467,13157,5.0
468,13159,2.0
469,13161,6.0
470,13163,6.0
471,13165,6.0
472,13167,5.0
473,13169,4.0
474,13171,2.0
475,13173,4.0
476,13175,5.0
477,13177,4.0
478,13179,4.0
479,13181,3.0
480,13183,4.0
481,13185,4.0
482,13187,6.0
483,13189,3.0
484,13191,4.0
485,13193,6.0
486,13195,4.0
487,13197,3.0
488,13199,2.0
489,13001,6.0
490,13005,6.0
491,13007,4.0
492,13009,5.0
493,13211,2.0
494,13213,4.0
495,13215,3.0
496,13217,2.0
497,13219,4.0
498,13221,4.0
499,13223,2.0
500,13225,4.0
501,13227,2.0
502,13229,5.0
503,13231,2.0
504,13233,5.0
505,13235,4.0
506,13237,6.0
507,13239,6.0
508,13241,6.0
509,13243,6.0
510,13245,3.0
511,13247,2.0
512,13249,5.0
513,13251,6.0
514,13253,6.0
515,13255,2.0
516,13257,5.0
517,13259,6.0
518,13261,5.0
519,13263,6.0
520,13265,6.0
521,13267,6.0
522,13269,6.0
523,13271,6.0
524,13273,4.0
525,13275,5.0
526,13277,5.0
527,13279,5.0
528,13281,6.0
529,13283,6.0
530,13285,5.0
531,13287,6.0
532,13289,4.0
533,13291,6.0
534,13293,5.0
535,13295,3.0
536,13297,2.0
537,13299,5.0
538,13001,6.0
539,13003,6.0
540,13005,5.0
541,13007,6.0
542,13009,6.0
543,13311,6.0
544,13313,4.0
545,13315,6.0
546,13317,6.0
547,13319,6.0
548,13321,4.0
549,15001,5.0
550,15003,3.0
551,15005,4.0
552,15007,5.0
553,15009,4.0
554,16001,3.0
555,16003,6.0
556,16005,4.0
557,16007,6.0
558,16009,6.0
559,16011,5.0
560,16013,5.0
561,16015,3.0
562,16017,5.0
563,16019,4.0
564,16021,6.0
565,16023,4.0
566,16025,5.0
567,16027,3.0
568,16029,6.0
569,16031,5.0
570,16033,6.0
571,16035,6.0
572,16037,6.0
573,16039,5.0
574,16041,4.0
575,16043,5.0
576,16045,3.0
577,16047,6.0
578,16049,6.0
579,16051,4.0
580,16053,5.0
581,16055,4.0
582,16057,5.0
583,16059,6.0
584,16061,6.0
585,16063,5.0
586,16065,5.0
587,16067,5.0
588,16069,4.0
589,16071,6.0
590,16073,3.0
591,16075,5.0
592,16077,6.0
593,16079,6.0
594,16081,5.0
595,16083,5.0
596,16085,6.0
597,16087,6.0
598,17001,5.0
599,17003,4.0
600,17005,2.0
601,17007,3.0
602,17009,6.0
603,17011,5.0
604,17013,2.0
605,17015,6.0
606,17017,6.0
607,17019,4.0
608,17021,5.0
609,17023,6.0
610,17025,6.0
611,17027,2.0
612,17029,5.0
613,17031,1.0
614,17033,6.0
615,17035,5.0
616,17037,2.0
617,17039,4.0
618,17041,6.0
619,17043,2.0
620,17045,6.0
621,17047,6.0
622,17049,5.0
623,17051,6.0
624,17053,4.0
625,17055,6.0
626,17057,5.0
627,17059,6.0
628,17061,6.0
629,17063,2.0
630,17065,6.0
631,17067,5.0
632,17069,6.0
633,17071,5.0
634,17073,3.0
635,17075,6.0
636,17077,4.0
637,17079,6.0
638,17081,5.0
639,17083,2.0
640,17085,6.0
641,17087,6.0
642,17089,2.0
643,17091,4.0
644,17093,2.0
645,17095,5.0
646,17097,2.0
647,17099,5.0
648,17001,6.0
649,17003,5.0
650,17005,5.0
651,17007,5.0
652,17009,5.0
653,17111,2.0
654,17113,4.0
655,17115,4.0
656,17117,2.0
657,17119,2.0
658,17121,5.0
659,17123,3.0
660,17125,6.0
661,17127,5.0
662,17129,4.0
663,17131,3.0
664,17133,2.0
665,17135,6.0
666,17137,5.0
667,17139,6.0
668,17141,5.0
669,17143,3.0
670,17145,6.0
671,17147,4.0
672,17149,6.0
673,17151,6.0
674,17153,6.0
675,17155,5.0
676,17157,6.0
677,17159,6.0
678,17161,3.0
679,17163,2.0
680,17165,6.0
681,17167,4.0
682,17169,6.0
683,17171,5.0
684,17173,6.0
685,17175,3.0
686,17177,5.0
687,17179,3.0
688,17181,6.0
689,17183,4.0
690,17185,6.0
691,17187,6.0
692,17189,6.0
693,17191,6.0
694,17193,6.0
695,17195,5.0
696,17197,2.0
697,17199,4.0
698,17001,3.0
699,17003,3.0
700,18001,5.0
701,18003,3.0
702,18005,4.0
703,18007,4.0
704,18009,6.0
705,18011,2.0
706,18013,2.0
707,18015,4.0
708,18017,5.0
709,18019,2.0
710,18021,4.0
711,18023,5.0
712,18025,6.0
713,18027,5.0
714,18029,2.0
715,18031,5.0
716,18033,5.0
717,18035,4.0
718,18037,5.0
719,18039,4.0
720,18041,5.0
721,18043,2.0
722,18045,6.0
723,18047,6.0
724,18049,6.0
725,18051,6.0
726,18053,5.0
727,18055,6.0
728,18057,2.0
729,18059,2.0
730,18061,2.0
731,18063,2.0
732,18065,5.0
733,18067,4.0
734,18069,5.0
735,18071,5.0
736,18073,2.0
737,18075,6.0
738,18077,5.0
739,18079,5.0
740,18081,2.0
741,18083,5.0
742,18085,5.0
743,18087,6.0
744,18089,2.0
745,18091,4.0
746,18093,5.0
747,18095,2.0
748,18097,1.0
749,18099,5.0
750,18001,6.0
751,18003,5.0
752,18005,4.0
753,18007,5.0
754,18009,2.0
755,18111,2.0
756,18113,5.0
757,18115,2.0
758,18117,6.0
759,18119,4.0
760,18121,6.0
761,18123,6.0
762,18125,5.0
763,18127,2.0
764,18129,3.0
765,18131,6.0
766,18133,2.0
767,18135,6.0
768,18137,6.0
769,18139,6.0
770,18141,3.0
771,18143,2.0
772,18145,2.0
773,18147,6.0
774,18149,6.0
775,18151,5.0
776,18153,4.0
777,18155,6.0
778,18157,4.0
779,18159,6.0
780,18161,2.0
781,18163,3.0
782,18165,4.0
783,18167,4.0
784,18169,5.0
785,18171,6.0
786,18173,3.0
787,18175,2.0
788,18177,5.0
789,18179,3.0
790,18181,6.0
791,18183,3.0
792,19001,6.0
793,19003,6.0
794,19005,6.0
795,19007,6.0
796,19009,6.0
797,19011,3.0
798,19013,4.0
799,19015,5.0
800,19017,4.0
801,19019,6.0
802,19021,5.0
803,19023,6.0
804,19025,6.0
805,19027,6.0
806,19029,6.0
807,19031,6.0
808,19033,5.0
809,19035,6.0
810,19037,6.0
811,19039,6.0
812,19041,5.0
813,19043,6.0
814,19045,5.0
815,19047,6.0
816,19049,3.0
817,19051,5.0
818,19053,6.0
819,19055,6.0
820,19057,5.0
821,19059,5.0
822,19061,4.0
823,19063,6.0
824,19065,6.0
825,19067,6.0
826,19069,6.0
827,19071,6.0
828,19073,6.0
829,19075,4.0
830,19077,3.0
831,19079,6.0
832,19081,6.0
833,19083,6.0
834,19085,3.0
835,19087,6.0
836,19089,6.0
837,19091,6.0
838,19093,6.0
839,19095,6.0
840,19097,6.0
841,19099,5.0
842,19001,5.0
843,19003,4.0
844,19005,3.0
845,19007,6.0
846,19009,6.0
847,19111,5.0
848,19113,3.0
849,19115,6.0
850,19117,6.0
851,19119,6.0
852,19121,3.0
853,19123,5.0
854,19125,6.0
855,19127,5.0
856,19129,3.0
857,19131,6.0
858,19133,6.0
859,19135,6.0
860,19137,6.0
861,19139,5.0
862,19141,6.0
863,19143,6.0
864,19145,6.0
865,19147,6.0
866,19149,4.0
867,19151,6.0
868,19153,3.0
869,19155,3.0
870,19157,6.0
871,19159,6.0
872,19161,6.0
873,19163,3.0
874,19165,6.0
875,19167,6.0
876,19169,4.0
877,19171,6.0
878,19173,6.0
879,19175,6.0
880,19177,6.0
881,19179,5.0
882,19181,3.0
883,19183,4.0
884,19185,6.0
885,19187,5.0
886,19189,6.0
887,19191,6.0
888,19193,4.0
889,19195,5.0
890,19197,6.0
891,00001,6.0
892,00003,6.0
893,00005,5.0
894,00007,6.0
895,00009,5.0
896,00011,6.0
897,00013,6.0
898,00015,3.0
899,00017,6.0
900,00019,6.0
901,00021,6.0
902,00023,6.0
903,00025,6.0
904,00027,6.0
905,00029,6.0
906,00031,6.0
907,00033,6.0
908,00035,5.0
909,00037,5.0
910,00039,6.0
911,00041,6.0
912,00043,4.0
913,00045,4.0
914,00047,6.0
915,00049,6.0
916,00051,5.0
917,00053,6.0
918,00055,5.0
919,00057,5.0
920,00059,5.0
921,00061,5.0
922,00063,6.0
923,00065,6.0
924,00067,6.0
925,00069,6.0
926,00071,6.0
927,00073,6.0
928,00075,6.0
929,00077,6.0
930,00079,3.0
931,00081,6.0
932,00083,6.0
933,00085,4.0
934,00087,4.0
935,00089,6.0
936,00091,2.0
937,00093,5.0
938,00095,3.0
939,00097,6.0
940,00099,5.0
941,00001,6.0
942,00003,2.0
943,00005,6.0
944,00007,2.0
945,00009,6.0
946,00111,5.0
947,00113,5.0
948,00115,6.0
949,00117,6.0
950,00119,6.0
951,00121,2.0
952,00123,6.0
953,00125,5.0
954,00127,6.0
955,00129,6.0
956,00131,6.0
957,00133,6.0
958,00135,6.0
959,00137,6.0
960,00139,4.0
961,00141,6.0
962,00143,5.0
963,00145,6.0
964,00147,6.0
965,00149,4.0
966,00151,6.0
967,00153,6.0
968,00155,5.0
969,00157,6.0
970,00159,6.0
971,00161,4.0
972,00163,6.0
973,00165,6.0
974,00167,6.0
975,00169,5.0
976,00171,6.0
977,00173,3.0
978,00175,5.0
979,00177,4.0
980,00179,6.0
981,00181,6.0
982,00183,6.0
983,00185,6.0
984,00187,6.0
985,00189,6.0
986,00191,3.0
987,00193,6.0
988,00195,6.0
989,00197,4.0
990,00199,6.0
991,00001,6.0
992,00003,6.0
993,00005,6.0
994,00007,6.0
995,00009,2.0
996,21001,6.0
997,21003,4.0
998,21005,5.0
999,21007,5.0
1000,21009,5.0
1001,21011,5.0
1002,21013,5.0
1003,21015,2.0
1004,21017,3.0
1005,21019,3.0
1006,21021,5.0
1007,21023,2.0
1008,21025,6.0
1009,21027,6.0
1010,21029,2.0
1011,21031,4.0
1012,21033,6.0
1013,21035,5.0
1014,21037,2.0
1015,21039,6.0
1016,21041,6.0
1017,21043,6.0
1018,21045,6.0
1019,21047,3.0
1020,21049,3.0
1021,21051,6.0
1022,21053,6.0
1023,21055,6.0
1024,21057,6.0
1025,21059,4.0
1026,21061,4.0
1027,21063,6.0
1028,21065,6.0
1029,21067,3.0
1030,21069,6.0
1031,21071,6.0
1032,21073,5.0
1033,21075,5.0
1034,21077,2.0
1035,21079,6.0
1036,21081,2.0
1037,21083,5.0
1038,21085,6.0
1039,21087,6.0
1040,21089,3.0
1041,21091,4.0
1042,21093,4.0
1043,21095,6.0
1044,21097,6.0
1045,21099,6.0
1046,21001,3.0
1047,21003,2.0
1048,21005,6.0
1049,21007,5.0
1050,21009,6.0
1051,21111,1.0
1052,21113,3.0
1053,21115,6.0
1054,21117,2.0
1055,21119,6.0
1056,21121,5.0
1057,21123,4.0
1058,21125,5.0
1059,21127,6.0
1060,21129,6.0
1061,21131,6.0
1062,21133,6.0
1063,21135,6.0
1064,21137,5.0
1065,21139,5.0
1066,21141,6.0
1067,21143,6.0
1068,21145,5.0
1069,21147,6.0
1070,21149,4.0
1071,21151,5.0
1072,21153,6.0
1073,21155,6.0
1074,21157,6.0
1075,21159,6.0
1076,21161,5.0
1077,21163,4.0
1078,21165,5.0
1079,21167,6.0
1080,21169,5.0
1081,21171,6.0
1082,21173,5.0
1083,21175,6.0
1084,21177,6.0
1085,21179,5.0
1086,21181,6.0
1087,21183,6.0
1088,21185,2.0
1089,21187,6.0
1090,21189,6.0
1091,21191,2.0
1092,21193,6.0
1093,21195,6.0
1094,21197,6.0
1095,21199,5.0
1096,21001,6.0
1097,21003,5.0
1098,21005,6.0
1099,21007,6.0
1100,21009,3.0
1101,21211,2.0
1102,21213,6.0
1103,21215,2.0
1104,21217,5.0
1105,21219,6.0
1106,21221,3.0
1107,21223,2.0
1108,21225,6.0
1109,21227,4.0
1110,21229,6.0
1111,21231,6.0
1112,21233,6.0
1113,21235,5.0
1114,21237,6.0
1115,21239,3.0
1116,22001,3.0
1117,22003,6.0
1118,22005,3.0
1119,22007,6.0
1120,22009,6.0
1121,22011,5.0
1122,22013,6.0
1123,22015,3.0
1124,22017,3.0
1125,22019,4.0
1126,22021,6.0
1127,22023,4.0
1128,22025,6.0
1129,22027,6.0
1130,22029,5.0
1131,22031,3.0
1132,22033,3.0
1133,22035,6.0
1134,22037,3.0
1135,22039,6.0
1136,22041,6.0
1137,22043,4.0
1138,22045,3.0
1139,22047,3.0
1140,22049,6.0
1141,22051,2.0
1142,22053,6.0
1143,22055,3.0
1144,22057,4.0
1145,22059,6.0
1146,22061,5.0
1147,22063,3.0
1148,22065,6.0
1149,22067,5.0
1150,22069,5.0
1151,22071,1.0
1152,22073,4.0
1153,22075,2.0
1154,22077,3.0
1155,22079,4.0
1156,22081,6.0
1157,22083,6.0
1158,22085,6.0
1159,22087,2.0
1160,22089,2.0
1161,22091,3.0
1162,22093,2.0
1163,22095,2.0
1164,22097,5.0
1165,22099,3.0
1166,22001,5.0
1167,22003,2.0
1168,22005,4.0
1169,22007,6.0
1170,22009,4.0
1171,22111,4.0
1172,22113,3.0
1173,22115,5.0
1174,22117,5.0
1175,22119,3.0
1176,22121,3.0
1177,22123,6.0
1178,22125,3.0
1179,22127,6.0
1180,23001,4.0
1181,23003,6.0
1182,23005,3.0
1183,23007,6.0
1184,23009,6.0
1185,23011,5.0
1186,23013,6.0
1187,23015,6.0
1188,23017,6.0
1189,23019,4.0
1190,23021,6.0
1191,23023,3.0
1192,23025,6.0
1193,23027,6.0
1194,23029,6.0
1195,23031,3.0
1196,24001,4.0
1197,24003,2.0
1198,24005,2.0
1199,24009,2.0
1200,24011,6.0
1201,24013,2.0
1202,24015,2.0
1203,24017,2.0
1204,24019,5.0
1205,24021,2.0
1206,24023,6.0
1207,24025,2.0
1208,24027,2.0
1209,24029,6.0
1210,24031,2.0
1211,24033,2.0
1212,24035,2.0
1213,24037,4.0
1214,24039,3.0
1215,24041,5.0
1216,24043,3.0
1217,24045,3.0
1218,24047,3.0
1219,24005,1.0
1220,25001,4.0
1221,25003,4.0
1222,25005,2.0
1223,25007,5.0
1224,25009,2.0
1225,25011,5.0
1226,25013,3.0
1227,25015,3.0
1228,25017,2.0
1229,25019,6.0
1230,25021,2.0
1231,25023,2.0
1232,25025,1.0
1233,25027,3.0
1234,26001,6.0
1235,26003,6.0
1236,26005,5.0
1237,26007,5.0
1238,26009,6.0
1239,26011,6.0
1240,26013,6.0
1241,26015,2.0
1242,26017,4.0
1243,26019,5.0
1244,26021,4.0
1245,26023,5.0
1246,26025,4.0
1247,26027,3.0
1248,26029,6.0
1249,26031,6.0
1250,26033,5.0
1251,26035,6.0
1252,26037,3.0
1253,26039,6.0
1254,26041,5.0
1255,26043,5.0
1256,26045,3.0
1257,26047,6.0
1258,26049,3.0
1259,26051,6.0
1260,26053,6.0
1261,26055,5.0
1262,26057,5.0
1263,26059,5.0
1264,26061,5.0
1265,26063,6.0
1266,26065,3.0
1267,26067,5.0
1268,26069,6.0
1269,26071,6.0
1270,26073,5.0
1271,26075,4.0
1272,26077,3.0
1273,26079,5.0
1274,26081,1.0
1275,26083,5.0
1276,26085,6.0
1277,26087,2.0
1278,26089,5.0
1279,26091,5.0
1280,26093,2.0
1281,26095,6.0
1282,26097,6.0
1283,26099,2.0
1284,26001,6.0
1285,26003,5.0
1286,26005,5.0
1287,26007,5.0
1288,26009,5.0
1289,26111,4.0
1290,26113,5.0
1291,26115,4.0
1292,26117,2.0
1293,26119,6.0
1294,26121,4.0
1295,26123,6.0
1296,26125,2.0
1297,26127,6.0
1298,26129,6.0
1299,26131,6.0
1300,26133,6.0
1301,26135,6.0
1302,26137,6.0
1303,26139,2.0
1304,26141,6.0
1305,26143,6.0
1306,26145,4.0
1307,26147,2.0
1308,26149,5.0
1309,26151,6.0
1310,26153,6.0
1311,26155,5.0
1312,26157,6.0
1313,26159,3.0
1314,26161,3.0
1315,26163,1.0
1316,26165,5.0
1317,27001,6.0
1318,27003,2.0
1319,27005,6.0
1320,27007,5.0
1321,27009,4.0
1322,27011,6.0
1323,27013,4.0
1324,27015,5.0
1325,27017,3.0
1326,27019,2.0
1327,27021,5.0
1328,27023,6.0
1329,27025,2.0
1330,27027,4.0
1331,27029,6.0
1332,27031,6.0
1333,27033,6.0
1334,27035,5.0
1335,27037,2.0
1336,27039,4.0
1337,27041,5.0
1338,27043,6.0
1339,27045,4.0
1340,27047,5.0
1341,27049,5.0
1342,27051,6.0
1343,27053,1.0
1344,27055,4.0
1345,27057,6.0
1346,27059,2.0
1347,27061,6.0
1348,27063,6.0
1349,27065,6.0
1350,27067,5.0
1351,27069,6.0
1352,27071,6.0
1353,27073,6.0
1354,27075,6.0
1355,27077,6.0
1356,27079,2.0
1357,27081,6.0
1358,27083,5.0
1359,27085,5.0
1360,27087,6.0
1361,27089,6.0
1362,27091,6.0
1363,27093,6.0
1364,27095,2.0
1365,27097,6.0
1366,27099,5.0
1367,27001,6.0
1368,27003,4.0
1369,27005,5.0
1370,27007,6.0
1371,27009,4.0
1372,27111,5.0
1373,27113,6.0
1374,27115,6.0
1375,27117,6.0
1376,27119,4.0
1377,27121,6.0
1378,27123,1.0
1379,27125,6.0
1380,27127,6.0
1381,27129,6.0
1382,27131,5.0
1383,27133,6.0
1384,27135,6.0
1385,27137,3.0
1386,27139,2.0
1387,27141,2.0
1388,27143,2.0
1389,27145,4.0
1390,27147,5.0
1391,27149,6.0
1392,27151,6.0
1393,27153,6.0
1394,27155,6.0
1395,27157,4.0
1396,27159,6.0
1397,27161,6.0
1398,27163,2.0
1399,27165,6.0
1400,27167,5.0
1401,27169,5.0
1402,27171,2.0
1403,27173,6.0
1404,28001,5.0
1405,28003,5.0
1406,28005,5.0
1407,28007,6.0
1408,28009,2.0
1409,28011,5.0
1410,28013,6.0
1411,28015,5.0
1412,28017,6.0
1413,28019,6.0
1414,28021,5.0
1415,28023,5.0
1416,28025,6.0
1417,28027,5.0
1418,28029,3.0
1419,28031,6.0
1420,28033,2.0
1421,28035,4.0
1422,28037,6.0
1423,28039,6.0
1424,28041,6.0
1425,28043,5.0
1426,28045,3.0
1427,28047,3.0
1428,28049,3.0
1429,28051,6.0
1430,28053,6.0
1431,28055,6.0
1432,28057,5.0
1433,28059,3.0
1434,28061,5.0
1435,28063,6.0
1436,28065,6.0
1437,28067,5.0
1438,28069,5.0
1439,28071,5.0
1440,28073,4.0
1441,28075,5.0
1442,28077,6.0
1443,28079,6.0
1444,28081,5.0
1445,28083,5.0
1446,28085,5.0
1447,28087,5.0
1448,28089,3.0
1449,28091,6.0
1450,28093,2.0
1451,28095,6.0
1452,28097,6.0
1453,28099,6.0
1454,28001,6.0
1455,28003,6.0
1456,28005,5.0
1457,28007,6.0
1458,28009,5.0
1459,28111,4.0
1460,28113,5.0
1461,28115,5.0
1462,28117,6.0
1463,28119,6.0
1464,28121,3.0
1465,28123,6.0
1466,28125,6.0
1467,28127,3.0
1468,28129,6.0
1469,28131,6.0
1470,28133,5.0
1471,28135,6.0
1472,28137,2.0
1473,28139,6.0
1474,28141,6.0
1475,28143,2.0
1476,28145,6.0
1477,28147,6.0
1478,28149,5.0
1479,28151,5.0
1480,28153,6.0
1481,28155,6.0
1482,28157,6.0
1483,28159,6.0
1484,28161,6.0
1485,28163,3.0
1486,29001,5.0
1487,29003,4.0
1488,29005,6.0
1489,29007,5.0
1490,29009,6.0
1491,29011,6.0
1492,29013,2.0
1493,29015,6.0
1494,29017,4.0
1495,29019,4.0
